1,0.007089241
11,0.02530228
1110,1
112,0.007610509
112100,0.008444537
1121000,0.009070058
11220,0.008444537
112200,0.009070058
1122000,0.013031693
113,0.007610509
1131,0.040483648
113100,0.008444537
11310000,0.013031693
1132,0.008027523
1132000,0.013031693
120,0.008
1200,0.008027523
120000,0.009070058
1200000,0.009070058
130,0.008
1300,0.008
130000,0.009070058
1300000,0.013031693
1122,0.003330382
11310,0.003535988
13,0.002868048
111,0.009610275
1121,0.009610275
11210,0.010274579
1131000,0.010806023
11320,0.010274579
113200,0.010806023
12,0.008414526
12000,0.010274579
13000,0.010274579
2110,0.099
212,0.008027523
2121,0.008444537
21210000,0.009070058
21221000,0.009070058
21222,0.03
2122200,0.009070058
22100,0.22
211,0.009610275
212100,0.010806023
212210,0.010806023
22,0.009034544
221000,0.001550044
22200,0.010274579
2,0.002868048
21,0.003073482
21100,0.003741671
211000,0.005080483
21210,0.003741671
2121000,0.003741671
212100000,0.005080483
2122,0.003330382
21221,0.003535988
2122100,0.003741671
212210000,0.005080483
212220,0.003535988
221,0.003330382
2210,0.003535988
222,0.003073482
2220,0.003330382
222000,0.003535988
2220000,0.003741671
31,0.007089241
3100,0.05
32,0.013494549
3200,0.018
320000,0.009070058
33,0.02530228
331,0.013494549
331000,0.014865786
332,0.036
33211,0.014
33212,0.014722222
3321200,0.009070058
3322,0.008444537
3,0.008414526
310,0.009034544
31000,0.010274579
320,0.009610275
32000,0.010806023
3310,0.009610275
3310000,0.014836138
332110,0.010274579
3321100,0.010806023
332110000,0.010806023
33212000,0.010806023
3321200000,0.014836138
332200,0.010806023
310000,0.003741671
33100,0.003535988
3321,0.003330382
33211000,0.003741671
332120,0.003741671
332120000,0.003741671
33220,0.003741671
